,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,4,4,6,5,4,3,3,4,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,7,5,6,3,3,4,2,0,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,4,3,4,5,5,4,4,4,4,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,4,4,6,4,4,2,4,4,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,4,4,4,7,4,4,4,1,4,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,4,4,4,6,4,4,4,3,4,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,5,5,7,5,5,4,2,1,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,4,2,5,6,5,5,4,4,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,5,5,6,5,5,5,3,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,5,5,5,5,5,5,2,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,5,5,4,5,5,4,5,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,5,5,5,5,5,2,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,5,5,4,5,5,5,3,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,5,5,5,5,5,5,1,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,4,5,5,5,5,5,3,0,0,0,0
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,6,6,3,4,5,5,3,0,0,0,0
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,5,5,4,5,5,5,3,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,5,5,5,5,5,5,4,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,5,5,5,6,6,5,2,0,0,0,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,4,5,5,6,6,5,3,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,5,5,5,5,5,4,3,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,5,5,5,5,5,5,2,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,4,3,5,5,5,5,5,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,5,5,5,5,3,5,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,6,6,4,5,5,3,2,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,5,5,5,5,5,5,2,0,0,0,0
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,5,6,4,5,5,6,3,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,5,5,4,5,5,5,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,5,5,5,5,5,5,5,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,5,4,5,5,5,5,5,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,4,5,5,5,5,5,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,5,4,5,5,5,5,5,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,4,5,5,5,5,5,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,4,5,5,5,5,5,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,4,5,5,5,5,5,5,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,5,5,5,5,4,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,5,5,5,5,5,5,5,0,0,0,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,6,5,4,5,5,5,5,5,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,3,6,6,6,6,5,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,2,6,6,5,6,6,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,5,6,6,6,6,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,5,6,6,6,6,0,0,0,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,2,6,6,5,6,6,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,5,6,6,6,6,6,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,5,6,6,6,6,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,6,6,6,6,6,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,6,6,6,6,6,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,5,6,6,6,6,6,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,4,6,6,6,5,6,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,6,6,5,6,6,6,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,6,6,5,6,4,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,6,5,5,6,6,5,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,5,6,6,6,6,5,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,5,6,5,6,5,5,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,4,6,6,6,6,3,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,4,6,6,6,6,4,1,0,0,0
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,4,5,5,5,5,6,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,1,5,5,5,8,6,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,2,5,5,7,6,5,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,3,5,5,7,6,5,0,0,0
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,5,5,5,7,5,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,5,5,5,5,5,7,5,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,4,5,5,5,9,5,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,2,6,5,6,7,6,0,0,0
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,5,5,5,5,6,5,0,0,0
